checkout_id,member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,book_id,checkout_date,return_date,genre,pages,publication_year,publisher,source
9031,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,530,2025-12-28,2026-01-05,Adventure,208,2012.0,Oasis Books,Library Database + JSON
9189,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,507,2025-12-08,2025-12-16,Science,160,2024.0,Nile Press,Library Database + JSON
9288,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,519,2025-03-20,2025-03-31,Friendship,157,2014.0,Nile Press,Library Database + JSON
9236,1052,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,507,2024-09-02,2024-09-29,Science,160,2024.0,Nile Press,Library Database + JSON
9360,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,520,2024-03-04,2024-03-16,Science Fiction,136,2009.0,Oasis Books,Library Database + JSON
9111,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,510,2024-09-12,2024-10-03,Mystery,134,2013.0,Cairo Young Readers,Library Database + JSON
9342,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,501,2025-05-28,2025-06-27,Adventure,128,2017.0,Nile Press,Library Database + JSON
9380,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,513,2024-04-22,2024-04-28,Science,294,2021.0,Oasis Books,Library Database + JSON
9302,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,507,2024-06-22,,Science,160,2024.0,Nile Press,Library Database + JSON
9173,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,2025-03-10,2025-04-06,Friendship,337,2017.0,Oasis Books,Library Database + JSON
9019,1014,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,513,2024-03-06,2024-03-23,Science,294,2021.0,Oasis Books,Library Database + JSON
9143,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,518,2025-10-02,,Adventure,163,2011.0,Delta House,Library Database + JSON
9222,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,505,2024-01-09,2024-02-01,Historical,216,2024.0,Oasis Books,Library Database + JSON
9101,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,532,2025-05-25,2025-06-15,Friendship,337,2017.0,Oasis Books,Library Database + JSON
9316,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,513,2024-08-25,2024-09-17,Science,294,2021.0,Oasis Books,Library Database + JSON
9148,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,2025-07-05,2025-07-26,Friendship,337,2017.0,Oasis Books,Library Database + JSON
9070,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,513,2025-01-08,2025-02-01,Science,294,2021.0,Oasis Books,Library Database + JSON
9139,1036,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,521,2024-03-14,2024-03-20,Science,211,2024.0,Cairo Young Readers,Library Database + JSON
9043,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,505,2024-01-26,2024-02-04,Historical,216,2024.0,Oasis Books,Library Database + JSON
9187,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,502,2024-08-11,,Adventure,109,2018.0,Delta House,Library Database + JSON
9269,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,507,2025-01-26,2025-01-31,Science,160,2024.0,Nile Press,Library Database + JSON
9056,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,519,2025-07-11,2025-07-27,Friendship,157,2014.0,Nile Press,Library Database + JSON
9057,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,519,2025-02-03,,Friendship,157,2014.0,Nile Press,Library Database + JSON
9140,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,513,2025-03-06,2025-04-02,Science,294,2021.0,Oasis Books,Library Database + JSON
9209,1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,525,2024-11-22,2024-12-12,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9249,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,519,2024-10-17,2024-11-03,Friendship,157,2014.0,Nile Press,Library Database + JSON
9058,1006,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,501,2025-03-18,2025-04-09,Adventure,128,2017.0,Nile Press,Library Database + JSON
9366,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,503,2024-06-23,2024-07-23,Historical,259,,Nile Press,Library Database + JSON
9218,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,532,2025-04-23,2025-05-04,Friendship,337,2017.0,Oasis Books,Library Database + JSON
9355,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,515,2024-11-10,2024-12-02,Poetry,316,2022.0,Cairo Young Readers,Library Database + JSON
9205,1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,525,2024-12-02,2024-12-14,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9025,1001,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,525,2024-10-24,2024-11-07,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9124,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,525,2025-10-14,2025-11-13,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9034,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,511,2025-10-13,,Historical,117,2016.0,Nile Press,Library Database + JSON
9181,1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,509,2025-03-24,,Mystery,221,2011.0,Nile Press,Library Database + JSON
9171,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,507,2025-05-23,2025-06-19,Science,160,2024.0,Nile Press,Library Database + JSON
9318,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,513,2025-07-23,2025-08-17,Science,294,2021.0,Oasis Books,Library Database + JSON
9296,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,501,2024-12-15,2025-01-11,Adventure,128,2017.0,Nile Press,Library Database + JSON
9348,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,532,2024-07-28,2024-08-25,Friendship,337,2017.0,Oasis Books,Library Database + JSON
9141,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,529,2025-02-09,2025-03-03,Mystery,298,,Cairo Young Readers,Library Database + JSON
9094,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,527,2024-11-22,2024-12-08,Nature,328,2017.0,Delta House,Library Database + JSON
9280,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,517,2024-09-06,2024-09-15,Mystery,338,2015.0,Delta House,Library Database + JSON
9211,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,507,2025-04-28,2025-05-25,Science,160,2024.0,Nile Press,Library Database + JSON
9294,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,507,2024-11-26,,Science,160,2024.0,Nile Press,Library Database + JSON
9372,1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,519,2025-03-06,2025-04-02,Friendship,157,2014.0,Nile Press,Library Database + JSON
9112,1031,Ali,Fahmy,8.0,NASR CITY,Active,2023-09-08,521,2024-07-28,2024-08-22,Science,211,2024.0,Cairo Young Readers,Library Database + JSON
9001,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,501,2025-08-23,2025-08-28,Adventure,128,2017.0,Nile Press,Library Database + JSON
9328,1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,501,2024-01-28,,Adventure,128,2017.0,Nile Press,Library Database + JSON
9075,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,510,2024-07-01,,Mystery,134,2013.0,Cairo Young Readers,Library Database + JSON
9149,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,507,2025-02-09,2025-02-18,Science,160,2024.0,Nile Press,Library Database + JSON
9165,1030,Reem,Osman,,Nasr City,Active,2025-04-01,519,2025-03-27,2025-04-02,Friendship,157,2014.0,Nile Press,Library Database + JSON
9255,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,509,2025-05-24,2025-06-13,Mystery,221,2011.0,Nile Press,Library Database + JSON
9304,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,519,2024-04-16,2024-05-09,Friendship,157,2014.0,Nile Press,Library Database + JSON
9322,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,510,2025-10-20,2025-11-15,Mystery,134,2013.0,Cairo Young Readers,Library Database + JSON
9317,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,507,2024-01-26,2024-02-09,Science,160,2024.0,Nile Press,Library Database + JSON
9271,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,513,2025-04-26,2025-05-06,Science,294,2021.0,Oasis Books,Library Database + JSON
9186,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,516,2025-07-17,2025-08-03,Nature,241,2010.0,Nile Press,Library Database + JSON
9333,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,520,2025-06-03,2025-06-08,Science Fiction,136,2009.0,Oasis Books,Library Database + JSON
9188,1023,Hassan,Rashad,8.0,Nasr City,Inactive,,507,2025-05-11,2025-06-08,Science,160,2024.0,Nile Press,Library Database + JSON
9371,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,528,2025-04-22,2025-05-02,Nature,114,2010.0,Delta House,Library Database + JSON
9036,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,515,2024-11-27,2024-12-24,Poetry,316,2022.0,Cairo Young Readers,Library Database + JSON
9163,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,531,2025-12-28,2026-01-02,Friendship,272,2018.0,Oasis Books,Library Database + JSON
9091,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,525,2024-06-03,2024-06-12,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9092,1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,507,2025-03-20,2025-03-27,Science,160,2024.0,Nile Press,Library Database + JSON
9040,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,529,2025-01-23,2025-02-11,Mystery,298,,Cairo Young Readers,Library Database + JSON
9376,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,518,2025-10-22,2025-11-04,Adventure,163,2011.0,Delta House,Library Database + JSON
9033,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,522,2025-02-26,2025-03-11,Mystery,104,2016.0,Cairo Young Readers,Library Database + JSON
9341,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,516,2025-02-19,2025-03-09,Nature,241,2010.0,Nile Press,Library Database + JSON
9247,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,510,2025-02-01,2025-02-23,Mystery,134,2013.0,Cairo Young Readers,Library Database + JSON
9184,1026,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,501,2024-12-15,2025-01-11,Adventure,128,2017.0,Nile Press,Library Database + JSON
9228,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,516,2024-12-05,2024-12-26,Nature,241,2010.0,Nile Press,Library Database + JSON
9331,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,525,2025-02-17,2025-02-23,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9207,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,527,2025-10-20,2025-11-04,Nature,328,2017.0,Delta House,Library Database + JSON
9323,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,519,2024-01-23,2024-01-28,Friendship,157,2014.0,Nile Press,Library Database + JSON
9337,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,529,2024-11-13,,Mystery,298,,Cairo Young Readers,Library Database + JSON
9326,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,501,2024-08-15,2024-08-21,Adventure,128,2017.0,Nile Press,Library Database + JSON
9128,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,501,2025-06-12,2025-06-19,Adventure,128,2017.0,Nile Press,Library Database + JSON
9123,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,511,2025-03-23,2025-04-11,Historical,117,2016.0,Nile Press,Library Database + JSON
9003,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,501,2024-08-04,2024-08-13,Adventure,128,2017.0,Nile Press,Library Database + JSON
9066,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,513,2025-07-15,2025-07-31,Science,294,2021.0,Oasis Books,Library Database + JSON
9053,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,516,2025-07-20,2025-08-08,Nature,241,2010.0,Nile Press,Library Database + JSON
9052,1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,501,2024-06-20,2024-06-29,Adventure,128,2017.0,Nile Press,Library Database + JSON
9162,1030,Reem,Osman,,Nasr City,Active,2025-04-01,519,2025-08-27,2025-09-11,Friendship,157,2014.0,Nile Press,Library Database + JSON
9027,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,519,2024-11-04,,Friendship,157,2014.0,Nile Press,Library Database + JSON
9194,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,513,2024-09-17,2024-10-09,Science,294,2021.0,Oasis Books,Library Database + JSON
9120,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,526,2025-06-06,2025-06-26,Science Fiction,125,2016.0,Delta House,Library Database + JSON
9182,1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,525,2024-05-19,2024-06-03,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9241,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,519,2025-01-04,2025-01-11,Friendship,157,2014.0,Nile Press,Library Database + JSON
9172,1030,Reem,Osman,,Nasr City,Active,2025-04-01,513,2025-05-04,2025-05-26,Science,294,2021.0,Oasis Books,Library Database + JSON
9193,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,519,2024-09-15,2024-10-01,Friendship,157,2014.0,Nile Press,Library Database + JSON
9100,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,513,2025-08-27,2025-09-22,Science,294,2021.0,Oasis Books,Library Database + JSON
9227,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,513,2024-11-02,2024-11-20,Science,294,2021.0,Oasis Books,Library Database + JSON
9110,1030,Reem,Osman,,Nasr City,Active,2025-04-01,506,2024-05-14,2024-05-30,Friendship,183,,Nile Press,Library Database + JSON
9021,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,501,2025-05-22,2025-05-29,Adventure,128,2017.0,Nile Press,Library Database + JSON
9007,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,507,2025-03-15,2025-03-31,Science,160,2024.0,Nile Press,Library Database + JSON
9365,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,501,2024-01-17,2024-02-01,Adventure,128,2017.0,Nile Press,Library Database + JSON
9142,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,516,2024-09-21,2024-10-14,Nature,241,2010.0,Nile Press,Library Database + JSON
9073,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,513,2025-02-13,,Science,294,2021.0,Oasis Books,Library Database + JSON
9024,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,507,2025-01-27,2025-02-09,Science,160,2024.0,Nile Press,Library Database + JSON
9067,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,507,2024-01-05,2024-01-29,Science,160,2024.0,Nile Press,Library Database + JSON
9324,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,529,2025-03-12,2025-04-10,Mystery,298,,Cairo Young Readers,Library Database + JSON
9250,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,507,2025-08-05,2025-08-23,Science,160,2024.0,Nile Press,Library Database + JSON
9090,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,507,2025-02-18,2025-03-04,Science,160,2024.0,Nile Press,Library Database + JSON
9198,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,524,2024-10-03,2024-10-19,Historical,114,2016.0,Cairo Young Readers,Library Database + JSON
9046,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,513,2024-02-22,,Science,294,2021.0,Oasis Books,Library Database + JSON
9115,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,502,2025-12-16,2026-01-15,Adventure,109,2018.0,Delta House,Library Database + JSON
9310,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,511,2024-02-04,2024-02-12,Historical,117,2016.0,Nile Press,Library Database + JSON
9357,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,516,2024-07-26,2024-08-15,Nature,241,2010.0,Nile Press,Library Database + JSON
9286,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,507,2024-08-09,2024-08-16,Science,160,2024.0,Nile Press,Library Database + JSON
9354,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,502,2024-03-09,2024-03-18,Adventure,109,2018.0,Delta House,Library Database + JSON
9290,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,519,2025-10-09,,Friendship,157,2014.0,Nile Press,Library Database + JSON
9257,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,501,2024-10-18,2024-11-16,Adventure,128,2017.0,Nile Press,Library Database + JSON
9261,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,509,2025-09-02,2025-09-18,Mystery,221,2011.0,Nile Press,Library Database + JSON
9119,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,518,2025-02-26,2025-03-15,Adventure,163,2011.0,Delta House,Library Database + JSON
9313,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,507,2024-12-13,2024-12-19,Science,160,2024.0,Nile Press,Library Database + JSON
9213,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,501,2024-05-07,2024-05-14,Adventure,128,2017.0,Nile Press,Library Database + JSON
9051,1003,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,513,2025-07-22,2025-08-18,Science,294,2021.0,Oasis Books,Library Database + JSON
9093,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,507,2025-03-22,2025-04-19,Science,160,2024.0,Nile Press,Library Database + JSON
9274,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,522,2024-09-06,2024-09-17,Mystery,104,2016.0,Cairo Young Readers,Library Database + JSON
9292,1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,525,2024-12-28,2025-01-06,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9009,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,506,2025-04-28,2025-05-04,Friendship,183,,Nile Press,Library Database + JSON
9064,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,502,2025-06-12,2025-06-21,Adventure,109,2018.0,Delta House,Library Database + JSON
9169,1030,Reem,Osman,,Nasr City,Active,2025-04-01,513,2025-11-25,,Science,294,2021.0,Oasis Books,Library Database + JSON
9358,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,513,2025-07-09,2025-07-24,Science,294,2021.0,Oasis Books,Library Database + JSON
9297,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,501,2025-04-14,,Adventure,128,2017.0,Nile Press,Library Database + JSON
9214,1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,525,2024-09-24,,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9008,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,520,2025-08-11,,Science Fiction,136,2009.0,Oasis Books,Library Database + JSON
9237,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,513,2024-02-22,,Science,294,2021.0,Oasis Books,Library Database + JSON
9303,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,509,2025-12-23,2026-01-10,Mystery,221,2011.0,Nile Press,Library Database + JSON
9338,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,501,2024-07-16,,Adventure,128,2017.0,Nile Press,Library Database + JSON
9343,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,529,2024-10-04,2024-10-14,Mystery,298,,Cairo Young Readers,Library Database + JSON
9130,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,503,2025-09-04,2025-09-17,Historical,259,,Nile Press,Library Database + JSON
9192,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,519,2025-09-26,2025-10-07,Friendship,157,2014.0,Nile Press,Library Database + JSON
9017,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,519,2024-08-06,2024-08-11,Friendship,157,2014.0,Nile Press,Library Database + JSON
9266,1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,519,2024-06-01,2024-06-15,Friendship,157,2014.0,Nile Press,Library Database + JSON
9132,1035,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,511,2025-02-26,2025-03-13,Historical,117,2016.0,Nile Press,Library Database + JSON
9015,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,507,2025-09-02,2025-09-14,Science,160,2024.0,Nile Press,Library Database + JSON
9362,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,507,2024-03-08,2024-04-07,Science,160,2024.0,Nile Press,Library Database + JSON
9262,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,524,2024-02-25,2024-03-22,Historical,114,2016.0,Cairo Young Readers,Library Database + JSON
9336,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,528,2024-04-18,2024-05-15,Nature,114,2010.0,Delta House,Library Database + JSON
9105,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,501,2025-03-05,2025-03-25,Adventure,128,2017.0,Nile Press,Library Database + JSON
9055,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,525,2025-08-08,2025-08-27,Adventure,297,2015.0,Oasis Books,Library Database + JSON
9183,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,2025-03-28,2025-04-10,Friendship,337,2017.0,Oasis Books,Library Database + JSON
9049,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,514,2025-09-08,,Science Fiction,328,2023.0,Cairo Young Readers,Library Database + JSON
9307,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,501,2025-06-10,2025-07-09,Adventure,128,2017.0,Nile Press,Library Database + JSON
9166,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,519,2024-01-15,2024-01-24,Friendship,157,2014.0,Nile Press,Library Database + JSON
